date,name,sample_size
2021-09-27,pct_covid_unw,392
2021-09-28,pct_covid_unw,403
2021-09-29,pct_covid_unw,354
2021-09-30,pct_covid_unw,367
2021-10-01,pct_covid_unw,305
2021-10-02,pct_covid_unw,363
2021-10-03,pct_covid_unw,376
2021-10-04,pct_covid_unw,309
2021-10-05,pct_covid_unw,411
2021-10-06,pct_covid_unw,382
2021-10-07,pct_covid_unw,405
2021-10-08,pct_covid_unw,370
2021-10-09,pct_covid_unw,377
2021-10-10,pct_covid_unw,412
2021-10-11,pct_covid_unw,387
2021-10-12,pct_covid_unw,401
2021-10-13,pct_covid_unw,411
2021-10-14,pct_covid_unw,380
2021-10-15,pct_covid_unw,394
2021-10-16,pct_covid_unw,372
2021-10-17,pct_covid_unw,407
2021-10-18,pct_covid_unw,441
2021-10-19,pct_covid_unw,445
2021-10-20,pct_covid_unw,411
2021-10-21,pct_covid_unw,436
2021-10-22,pct_covid_unw,384
2021-10-23,pct_covid_unw,385
2021-10-24,pct_covid_unw,336
2021-10-25,pct_covid_unw,406
2021-10-26,pct_covid_unw,511
2021-10-27,pct_covid_unw,496
2021-10-28,pct_covid_unw,402
2021-10-29,pct_covid_unw,385
2021-10-30,pct_covid_unw,364
2021-10-31,pct_covid_unw,355
2021-11-01,pct_covid_unw,405
2021-11-02,pct_covid_unw,423
2021-11-03,pct_covid_unw,411
2021-11-04,pct_covid_unw,408
2021-11-05,pct_covid_unw,398
2021-11-06,pct_covid_unw,401
2021-11-07,pct_covid_unw,440
2021-11-08,pct_covid_unw,413
2021-11-09,pct_covid_unw,420
2021-11-10,pct_covid_unw,357
2021-11-11,pct_covid_unw,430
2021-11-12,pct_covid_unw,402
2021-11-13,pct_covid_unw,391
2021-11-14,pct_covid_unw,364
2021-11-15,pct_covid_unw,365
2021-11-16,pct_covid_unw,406
2021-11-17,pct_covid_unw,461
2021-11-18,pct_covid_unw,407
2021-11-19,pct_covid_unw,391
2021-11-20,pct_covid_unw,419
2021-11-21,pct_covid_unw,416
2021-11-22,pct_covid_unw,440
2021-11-23,pct_covid_unw,432
2021-11-24,pct_covid_unw,407
2021-11-25,pct_covid_unw,439
2021-11-26,pct_covid_unw,398
2021-11-27,pct_covid_unw,428
2021-11-28,pct_covid_unw,430
2021-11-29,pct_covid_unw,444
2021-11-30,pct_covid_unw,459
2021-12-01,pct_covid_unw,423
2021-12-02,pct_covid_unw,470
2021-12-03,pct_covid_unw,425
2021-12-04,pct_covid_unw,405
2021-12-05,pct_covid_unw,377
2021-12-06,pct_covid_unw,403
2021-12-07,pct_covid_unw,438
2021-12-08,pct_covid_unw,465
2021-12-09,pct_covid_unw,181
2021-12-10,pct_covid_unw,452
2021-12-11,pct_covid_unw,409
2021-12-12,pct_covid_unw,437
2021-12-13,pct_covid_unw,436
2021-12-14,pct_covid_unw,465
2021-12-15,pct_covid_unw,497
2021-12-16,pct_covid_unw,459
2021-12-17,pct_covid_unw,416
2021-12-18,pct_covid_unw,445
2021-12-19,pct_covid_unw,262
2021-12-20,pct_covid_unw,427
2021-12-21,pct_covid_unw,496
2021-12-22,pct_covid_unw,434
2021-12-23,pct_covid_unw,389
2021-12-24,pct_covid_unw,321
2021-12-25,pct_covid_unw,406
2021-12-26,pct_covid_unw,474
2021-12-27,pct_covid_unw,491
2021-12-28,pct_covid_unw,469
2021-12-29,pct_covid_unw,534
2021-12-30,pct_covid_unw,462
2021-12-31,pct_covid_unw,473
2022-01-01,pct_covid_unw,450
2022-01-02,pct_covid_unw,487
2022-01-03,pct_covid_unw,532
2022-01-04,pct_covid_unw,518
2022-01-05,pct_covid_unw,505
2022-01-06,pct_covid_unw,483
2022-01-07,pct_covid_unw,493
2022-01-08,pct_covid_unw,519
2022-01-09,pct_covid_unw,524
2022-01-10,pct_covid_unw,477
2022-01-11,pct_covid_unw,507
2022-01-12,pct_covid_unw,414
2022-01-13,pct_covid_unw,248
2022-01-14,pct_covid_unw,522
2022-01-15,pct_covid_unw,602
2022-01-16,pct_covid_unw,512
2022-01-17,pct_covid_unw,480
2022-01-18,pct_covid_unw,483
2022-01-19,pct_covid_unw,452
2022-01-20,pct_covid_unw,454
2022-01-21,pct_covid_unw,413
2022-01-22,pct_covid_unw,416
2022-01-23,pct_covid_unw,383
2022-01-24,pct_covid_unw,430
2022-01-25,pct_covid_unw,491
2022-01-26,pct_covid_unw,421
2022-01-27,pct_covid_unw,439
2022-01-28,pct_covid_unw,377
2022-01-29,pct_covid_unw,414
2022-01-30,pct_covid_unw,408
2022-01-31,pct_covid_unw,378
2022-02-01,pct_covid_unw,402
2022-02-02,pct_covid_unw,389
2022-02-03,pct_covid_unw,347
2022-02-04,pct_covid_unw,370
2022-02-05,pct_covid_unw,408
2022-02-06,pct_covid_unw,367
2022-02-07,pct_covid_unw,381
2022-02-08,pct_covid_unw,414
2022-02-09,pct_covid_unw,398
2022-02-10,pct_covid_unw,388
2022-02-11,pct_covid_unw,380
2022-02-12,pct_covid_unw,361
2022-02-13,pct_covid_unw,376
2022-02-14,pct_covid_unw,358
2022-02-15,pct_covid_unw,425
2022-02-16,pct_covid_unw,380
2022-02-17,pct_covid_unw,381
2022-02-18,pct_covid_unw,361
2022-02-19,pct_covid_unw,354
2022-02-20,pct_covid_unw,375
2022-02-21,pct_covid_unw,381
2022-02-22,pct_covid_unw,388
2022-02-23,pct_covid_unw,401
2022-02-24,pct_covid_unw,385
2022-02-25,pct_covid_unw,314
2022-02-26,pct_covid_unw,334
2022-02-27,pct_covid_unw,328
2022-02-28,pct_covid_unw,377
2022-03-01,pct_covid_unw,379
2022-03-02,pct_covid_unw,336
2022-03-03,pct_covid_unw,352
2022-03-04,pct_covid_unw,346
2022-03-05,pct_covid_unw,343
2022-03-06,pct_covid_unw,390
2022-03-07,pct_covid_unw,427
2022-03-08,pct_covid_unw,371
2022-03-09,pct_covid_unw,370
2022-03-10,pct_covid_unw,326
2022-03-11,pct_covid_unw,333
2022-03-12,pct_covid_unw,348
2022-03-13,pct_covid_unw,331
2022-03-14,pct_covid_unw,370
2022-03-15,pct_covid_unw,361
2022-03-16,pct_covid_unw,357
2022-03-17,pct_covid_unw,366
2022-03-18,pct_covid_unw,288
2022-03-19,pct_covid_unw,350
2022-03-20,pct_covid_unw,349
2022-03-21,pct_covid_unw,332
2022-03-22,pct_covid_unw,374
2022-03-23,pct_covid_unw,465
2022-03-24,pct_covid_unw,548
2022-03-25,pct_covid_unw,555
2022-03-26,pct_covid_unw,404
2022-03-27,pct_covid_unw,392
2022-03-28,pct_covid_unw,405
2022-03-29,pct_covid_unw,418
2022-03-30,pct_covid_unw,402
2022-03-31,pct_covid_unw,398
2022-04-01,pct_covid_unw,373
2022-04-02,pct_covid_unw,370
2022-04-03,pct_covid_unw,397
2022-04-04,pct_covid_unw,384
2022-04-05,pct_covid_unw,426
2022-04-06,pct_covid_unw,357
2022-04-07,pct_covid_unw,413
2022-04-08,pct_covid_unw,395
2022-04-09,pct_covid_unw,327
2022-04-10,pct_covid_unw,371
2022-04-11,pct_covid_unw,420
2022-04-12,pct_covid_unw,377
2022-04-13,pct_covid_unw,377
2022-04-14,pct_covid_unw,359
2021-06-09,pct_flu_unw,352
2021-06-10,pct_flu_unw,396
2021-06-11,pct_flu_unw,375
2021-06-12,pct_flu_unw,372
2021-06-13,pct_flu_unw,418
2021-06-14,pct_flu_unw,411
2021-06-15,pct_flu_unw,391
2021-06-16,pct_flu_unw,352
2021-06-17,pct_flu_unw,328
2021-06-18,pct_flu_unw,271
2021-06-19,pct_flu_unw,279
2021-06-20,pct_flu_unw,322
2021-06-21,pct_flu_unw,289
2021-06-22,pct_flu_unw,298
2021-06-23,pct_flu_unw,284
2021-06-24,pct_flu_unw,237
2021-06-25,pct_flu_unw,233
2021-06-26,pct_flu_unw,285
2021-06-27,pct_flu_unw,405
2021-06-28,pct_flu_unw,429
2021-06-29,pct_flu_unw,477
2021-06-30,pct_flu_unw,430
2021-07-01,pct_flu_unw,464
2021-07-02,pct_flu_unw,451
2021-07-03,pct_flu_unw,439
2021-07-04,pct_flu_unw,468
2021-07-05,pct_flu_unw,458
2021-07-06,pct_flu_unw,465
2021-07-07,pct_flu_unw,476
2021-07-08,pct_flu_unw,487
2021-07-09,pct_flu_unw,432
2021-07-10,pct_flu_unw,433
2021-07-11,pct_flu_unw,495
2021-07-12,pct_flu_unw,484
2021-07-13,pct_flu_unw,445
2021-07-14,pct_flu_unw,474
2021-07-15,pct_flu_unw,440
2021-07-16,pct_flu_unw,435
2021-07-17,pct_flu_unw,465
2021-07-18,pct_flu_unw,431
2021-07-19,pct_flu_unw,477
2021-07-20,pct_flu_unw,503
2021-07-21,pct_flu_unw,519
2021-07-22,pct_flu_unw,485
2021-07-23,pct_flu_unw,505
2021-07-24,pct_flu_unw,492
2021-07-25,pct_flu_unw,484
2021-07-26,pct_flu_unw,515
2021-07-27,pct_flu_unw,532
2021-07-28,pct_flu_unw,549
2021-07-29,pct_flu_unw,576
2021-07-30,pct_flu_unw,442
2021-07-31,pct_flu_unw,484
2021-08-01,pct_flu_unw,499
2021-08-02,pct_flu_unw,534
2021-08-03,pct_flu_unw,535
2021-08-04,pct_flu_unw,514
2021-08-05,pct_flu_unw,521
2021-08-06,pct_flu_unw,471
2021-08-07,pct_flu_unw,474
2021-08-08,pct_flu_unw,553
2021-08-09,pct_flu_unw,533
2021-08-10,pct_flu_unw,542
2021-08-11,pct_flu_unw,518
2021-08-12,pct_flu_unw,531
2021-08-13,pct_flu_unw,473
2021-08-14,pct_flu_unw,543
2021-08-15,pct_flu_unw,503
2021-08-16,pct_flu_unw,478
2021-08-17,pct_flu_unw,506
2021-08-18,pct_flu_unw,459
2021-08-19,pct_flu_unw,540
2021-08-20,pct_flu_unw,529
2021-08-21,pct_flu_unw,496
2021-08-22,pct_flu_unw,498
2021-08-23,pct_flu_unw,501
2021-08-24,pct_flu_unw,489
2021-08-25,pct_flu_unw,499
2021-08-26,pct_flu_unw,519
2021-08-27,pct_flu_unw,464
2021-08-28,pct_flu_unw,433
2021-08-29,pct_flu_unw,424
2021-08-30,pct_flu_unw,454
2021-08-31,pct_flu_unw,497
2021-09-01,pct_flu_unw,442
2021-09-02,pct_flu_unw,467
2021-09-03,pct_flu_unw,393
2021-09-04,pct_flu_unw,421
2021-09-05,pct_flu_unw,435
2021-09-06,pct_flu_unw,448
2021-09-07,pct_flu_unw,482
2021-09-08,pct_flu_unw,447
2021-09-09,pct_flu_unw,449
2021-09-10,pct_flu_unw,408
2021-09-11,pct_flu_unw,404
2021-09-12,pct_flu_unw,442
2021-09-13,pct_flu_unw,450
2021-09-14,pct_flu_unw,384
2021-09-15,pct_flu_unw,394
2021-09-16,pct_flu_unw,370
2021-09-17,pct_flu_unw,387
2021-09-18,pct_flu_unw,380
2021-09-19,pct_flu_unw,400
2021-09-20,pct_flu_unw,430
2021-09-21,pct_flu_unw,419
2021-09-22,pct_flu_unw,381
2021-09-23,pct_flu_unw,413
2021-09-24,pct_flu_unw,383
2021-09-25,pct_flu_unw,360
2021-09-26,pct_flu_unw,394
2021-09-27,pct_flu_unw,392
2021-09-28,pct_flu_unw,403
2021-09-29,pct_flu_unw,354
2021-09-30,pct_flu_unw,367
2021-10-01,pct_flu_unw,305
2021-10-02,pct_flu_unw,363
2021-10-03,pct_flu_unw,376
2021-10-04,pct_flu_unw,309
2021-10-05,pct_flu_unw,411
2021-10-06,pct_flu_unw,382
2021-10-07,pct_flu_unw,405
2021-10-08,pct_flu_unw,370
2021-10-09,pct_flu_unw,377
2021-10-10,pct_flu_unw,412
2021-10-11,pct_flu_unw,387
2021-10-12,pct_flu_unw,401
2021-10-13,pct_flu_unw,411
2021-10-14,pct_flu_unw,380
2021-10-15,pct_flu_unw,394
2021-10-16,pct_flu_unw,372
2021-10-17,pct_flu_unw,407
2021-10-18,pct_flu_unw,441
2021-10-19,pct_flu_unw,445
2021-10-20,pct_flu_unw,411
2021-10-21,pct_flu_unw,436
2021-10-22,pct_flu_unw,384
2021-10-23,pct_flu_unw,385
2021-10-24,pct_flu_unw,336
2021-10-25,pct_flu_unw,406
2021-10-26,pct_flu_unw,511
2021-10-27,pct_flu_unw,496
2021-10-28,pct_flu_unw,402
2021-10-29,pct_flu_unw,385
2021-10-30,pct_flu_unw,364
2021-10-31,pct_flu_unw,355
2021-11-01,pct_flu_unw,405
2021-11-02,pct_flu_unw,423
2021-11-03,pct_flu_unw,411
2021-11-04,pct_flu_unw,408
2021-11-05,pct_flu_unw,398
2021-11-06,pct_flu_unw,401
2021-11-07,pct_flu_unw,440
2021-11-08,pct_flu_unw,413
2021-11-09,pct_flu_unw,420
2021-11-10,pct_flu_unw,357
2021-11-11,pct_flu_unw,430
2021-11-12,pct_flu_unw,402
2021-11-13,pct_flu_unw,391
2021-11-14,pct_flu_unw,364
2021-11-15,pct_flu_unw,365
2021-11-16,pct_flu_unw,406
2021-11-17,pct_flu_unw,461
2021-11-18,pct_flu_unw,407
2021-11-19,pct_flu_unw,391
2021-11-20,pct_flu_unw,419
2021-11-21,pct_flu_unw,416
2021-11-22,pct_flu_unw,440
2021-11-23,pct_flu_unw,432
2021-11-24,pct_flu_unw,407
2021-11-25,pct_flu_unw,439
2021-11-26,pct_flu_unw,398
2021-11-27,pct_flu_unw,428
2021-11-28,pct_flu_unw,430
2021-11-29,pct_flu_unw,444
2021-11-30,pct_flu_unw,459
2021-12-01,pct_flu_unw,423
2021-12-02,pct_flu_unw,470
2021-12-03,pct_flu_unw,425
2021-12-04,pct_flu_unw,405
2021-12-05,pct_flu_unw,377
2021-12-06,pct_flu_unw,403
2021-12-07,pct_flu_unw,438
2021-12-08,pct_flu_unw,465
2021-12-09,pct_flu_unw,181
2021-12-10,pct_flu_unw,452
2021-12-11,pct_flu_unw,409
2021-12-12,pct_flu_unw,437
2021-12-13,pct_flu_unw,436
2021-12-14,pct_flu_unw,465
2021-12-15,pct_flu_unw,497
2021-12-16,pct_flu_unw,459
2021-12-17,pct_flu_unw,416
2021-12-18,pct_flu_unw,445
2021-12-19,pct_flu_unw,262
2021-12-20,pct_flu_unw,427
2021-12-21,pct_flu_unw,496
2021-12-22,pct_flu_unw,434
2021-12-23,pct_flu_unw,389
2021-12-24,pct_flu_unw,321
2021-12-25,pct_flu_unw,406
2021-12-26,pct_flu_unw,474
2021-12-27,pct_flu_unw,491
2021-12-28,pct_flu_unw,469
2021-12-29,pct_flu_unw,534
2021-12-30,pct_flu_unw,462
2021-12-31,pct_flu_unw,473
2022-01-01,pct_flu_unw,450
2022-01-02,pct_flu_unw,487
2022-01-03,pct_flu_unw,532
2022-01-04,pct_flu_unw,518
2022-01-05,pct_flu_unw,505
2022-01-06,pct_flu_unw,483
2022-01-07,pct_flu_unw,493
2022-01-08,pct_flu_unw,519
2022-01-09,pct_flu_unw,524
2022-01-10,pct_flu_unw,477
2022-01-11,pct_flu_unw,507
2022-01-12,pct_flu_unw,414
2022-01-13,pct_flu_unw,248
2022-01-14,pct_flu_unw,522
2022-01-15,pct_flu_unw,602
2022-01-16,pct_flu_unw,512
2022-01-17,pct_flu_unw,480
2022-01-18,pct_flu_unw,483
2022-01-19,pct_flu_unw,452
2022-01-20,pct_flu_unw,454
2022-01-21,pct_flu_unw,413
2022-01-22,pct_flu_unw,416
2022-01-23,pct_flu_unw,383
2022-01-24,pct_flu_unw,430
2022-01-25,pct_flu_unw,491
2022-01-26,pct_flu_unw,421
2022-01-27,pct_flu_unw,439
2022-01-28,pct_flu_unw,377
2022-01-29,pct_flu_unw,414
2022-01-30,pct_flu_unw,408
2022-01-31,pct_flu_unw,378
2022-02-01,pct_flu_unw,402
2022-02-02,pct_flu_unw,389
2022-02-03,pct_flu_unw,347
2022-02-04,pct_flu_unw,370
2022-02-05,pct_flu_unw,408
2022-02-06,pct_flu_unw,367
2022-02-07,pct_flu_unw,381
2022-02-08,pct_flu_unw,414
2022-02-09,pct_flu_unw,398
2022-02-10,pct_flu_unw,388
2022-02-11,pct_flu_unw,380
2022-02-12,pct_flu_unw,361
2022-02-13,pct_flu_unw,376
2022-02-14,pct_flu_unw,358
2022-02-15,pct_flu_unw,425
2022-02-16,pct_flu_unw,380
2022-02-17,pct_flu_unw,381
2022-02-18,pct_flu_unw,361
2022-02-19,pct_flu_unw,354
2022-02-20,pct_flu_unw,375
2022-02-21,pct_flu_unw,381
2022-02-22,pct_flu_unw,388
2022-02-23,pct_flu_unw,401
2022-02-24,pct_flu_unw,385
2022-02-25,pct_flu_unw,314
2022-02-26,pct_flu_unw,334
2022-02-27,pct_flu_unw,328
2022-02-28,pct_flu_unw,377
2022-03-01,pct_flu_unw,379
2022-03-02,pct_flu_unw,336
2022-03-03,pct_flu_unw,352
2022-03-04,pct_flu_unw,346
2022-03-05,pct_flu_unw,343
2022-03-06,pct_flu_unw,390
2022-03-07,pct_flu_unw,427
2022-03-08,pct_flu_unw,371
2022-03-09,pct_flu_unw,370
2022-03-10,pct_flu_unw,326
2022-03-11,pct_flu_unw,333
2022-03-12,pct_flu_unw,348
2022-03-13,pct_flu_unw,331
2022-03-14,pct_flu_unw,370
2022-03-15,pct_flu_unw,361
2022-03-16,pct_flu_unw,357
2022-03-17,pct_flu_unw,366
2022-03-18,pct_flu_unw,288
2022-03-19,pct_flu_unw,350
2022-03-20,pct_flu_unw,349
2022-03-21,pct_flu_unw,332
2022-03-22,pct_flu_unw,374
2022-03-23,pct_flu_unw,465
2022-03-24,pct_flu_unw,548
2022-03-25,pct_flu_unw,555
2022-03-26,pct_flu_unw,404
2022-03-27,pct_flu_unw,392
2022-03-28,pct_flu_unw,405
2022-03-29,pct_flu_unw,418
2022-03-30,pct_flu_unw,402
2022-03-31,pct_flu_unw,398
2022-04-01,pct_flu_unw,373
2022-04-02,pct_flu_unw,370
2022-04-03,pct_flu_unw,397
2022-04-04,pct_flu_unw,384
2022-04-05,pct_flu_unw,426
2022-04-06,pct_flu_unw,357
2022-04-07,pct_flu_unw,413
2022-04-08,pct_flu_unw,395
2022-04-09,pct_flu_unw,327
2022-04-10,pct_flu_unw,371
2022-04-11,pct_flu_unw,420
2022-04-12,pct_flu_unw,377
2022-04-13,pct_flu_unw,377
2022-04-14,pct_flu_unw,359
2021-06-09,percent_cli_unw,NA
2021-06-10,percent_cli_unw,NA
2021-06-11,percent_cli_unw,NA
2021-06-12,percent_cli_unw,NA
2021-06-13,percent_cli_unw,NA
2021-06-14,percent_cli_unw,NA
2021-06-15,percent_cli_unw,NA
2021-06-16,percent_cli_unw,NA
2021-06-17,percent_cli_unw,NA
2021-06-18,percent_cli_unw,NA
2021-06-19,percent_cli_unw,NA
2021-06-20,percent_cli_unw,NA
2021-06-21,percent_cli_unw,NA
2021-06-22,percent_cli_unw,NA
2021-06-23,percent_cli_unw,NA
2021-06-24,percent_cli_unw,NA
2021-06-25,percent_cli_unw,NA
2021-06-26,percent_cli_unw,NA
2021-06-27,percent_cli_unw,NA
2021-06-28,percent_cli_unw,NA
2021-06-29,percent_cli_unw,NA
2021-06-30,percent_cli_unw,NA
2021-07-01,percent_cli_unw,NA
2021-07-02,percent_cli_unw,NA
2021-07-03,percent_cli_unw,NA
2021-07-04,percent_cli_unw,NA
2021-07-05,percent_cli_unw,NA
2021-07-06,percent_cli_unw,NA
2021-07-07,percent_cli_unw,NA
2021-07-08,percent_cli_unw,NA
2021-07-09,percent_cli_unw,NA
2021-07-10,percent_cli_unw,NA
2021-07-11,percent_cli_unw,NA
2021-07-12,percent_cli_unw,NA
2021-07-13,percent_cli_unw,NA
2021-07-14,percent_cli_unw,NA
2021-07-15,percent_cli_unw,NA
2021-07-16,percent_cli_unw,NA
2021-07-17,percent_cli_unw,NA
2021-07-18,percent_cli_unw,NA
2021-07-19,percent_cli_unw,NA
2021-07-20,percent_cli_unw,NA
2021-07-21,percent_cli_unw,NA
2021-07-22,percent_cli_unw,NA
2021-07-23,percent_cli_unw,NA
2021-07-24,percent_cli_unw,NA
2021-07-25,percent_cli_unw,NA
2021-07-26,percent_cli_unw,NA
2021-07-27,percent_cli_unw,NA
2021-07-28,percent_cli_unw,NA
2021-07-29,percent_cli_unw,NA
2021-07-30,percent_cli_unw,NA
2021-07-31,percent_cli_unw,NA
2021-08-01,percent_cli_unw,NA
2021-08-02,percent_cli_unw,NA
2021-08-03,percent_cli_unw,NA
2021-08-04,percent_cli_unw,NA
2021-08-05,percent_cli_unw,NA
2021-08-06,percent_cli_unw,NA
2021-08-07,percent_cli_unw,NA
2021-08-08,percent_cli_unw,NA
2021-08-09,percent_cli_unw,NA
2021-08-10,percent_cli_unw,NA
2021-08-11,percent_cli_unw,NA
2021-08-12,percent_cli_unw,NA
2021-08-13,percent_cli_unw,NA
2021-08-14,percent_cli_unw,NA
2021-08-15,percent_cli_unw,NA
2021-08-16,percent_cli_unw,NA
2021-08-17,percent_cli_unw,NA
2021-08-18,percent_cli_unw,NA
2021-08-19,percent_cli_unw,NA
2021-08-20,percent_cli_unw,NA
2021-08-21,percent_cli_unw,NA
2021-08-22,percent_cli_unw,NA
2021-08-23,percent_cli_unw,NA
2021-08-24,percent_cli_unw,NA
2021-08-25,percent_cli_unw,NA
2021-08-26,percent_cli_unw,NA
2021-08-27,percent_cli_unw,NA
2021-08-28,percent_cli_unw,NA
2021-08-29,percent_cli_unw,NA
2021-08-30,percent_cli_unw,NA
2021-08-31,percent_cli_unw,NA
2021-09-01,percent_cli_unw,NA
2021-09-02,percent_cli_unw,NA
2021-09-03,percent_cli_unw,NA
2021-09-04,percent_cli_unw,NA
2021-09-05,percent_cli_unw,NA
2021-09-06,percent_cli_unw,NA
2021-09-07,percent_cli_unw,NA
2021-09-08,percent_cli_unw,NA
2021-09-09,percent_cli_unw,NA
2021-09-10,percent_cli_unw,NA
2021-09-11,percent_cli_unw,NA
2021-09-12,percent_cli_unw,NA
2021-09-13,percent_cli_unw,NA
2021-09-14,percent_cli_unw,NA
2021-09-15,percent_cli_unw,NA
2021-09-16,percent_cli_unw,NA
2021-09-17,percent_cli_unw,NA
2021-09-18,percent_cli_unw,NA
2021-09-19,percent_cli_unw,NA
2021-09-20,percent_cli_unw,NA
2021-09-21,percent_cli_unw,NA
2021-09-22,percent_cli_unw,NA
2021-09-23,percent_cli_unw,NA
2021-09-24,percent_cli_unw,NA
2021-09-25,percent_cli_unw,NA
2021-09-26,percent_cli_unw,NA
2021-09-27,percent_cli_unw,NA
2021-09-28,percent_cli_unw,NA
2021-09-29,percent_cli_unw,NA
2021-09-30,percent_cli_unw,NA
2021-10-01,percent_cli_unw,NA
2021-10-02,percent_cli_unw,NA
2021-10-03,percent_cli_unw,NA
2021-10-04,percent_cli_unw,NA
2021-10-05,percent_cli_unw,NA
2021-10-06,percent_cli_unw,NA
2021-10-07,percent_cli_unw,NA
2021-10-08,percent_cli_unw,NA
2021-10-09,percent_cli_unw,NA
2021-10-10,percent_cli_unw,NA
2021-10-11,percent_cli_unw,NA
2021-10-12,percent_cli_unw,NA
2021-10-13,percent_cli_unw,NA
2021-10-14,percent_cli_unw,NA
2021-10-15,percent_cli_unw,NA
2021-10-16,percent_cli_unw,NA
2021-10-17,percent_cli_unw,NA
2021-10-18,percent_cli_unw,NA
2021-10-19,percent_cli_unw,NA
2021-10-20,percent_cli_unw,NA
2021-10-21,percent_cli_unw,NA
2021-10-22,percent_cli_unw,NA
2021-10-23,percent_cli_unw,NA
2021-10-24,percent_cli_unw,NA
2021-10-25,percent_cli_unw,NA
2021-10-26,percent_cli_unw,NA
2021-10-27,percent_cli_unw,NA
2021-10-28,percent_cli_unw,NA
2021-10-29,percent_cli_unw,NA
2021-10-30,percent_cli_unw,NA
2021-10-31,percent_cli_unw,NA
2021-11-01,percent_cli_unw,NA
2021-11-02,percent_cli_unw,NA
2021-11-03,percent_cli_unw,NA
