date,name,std_error
2021-09-03,pct_covid,0.003801
2021-09-04,pct_covid,0.007782
2021-09-05,pct_covid,0.005405
2021-09-06,pct_covid,0.007883
2021-09-07,pct_covid,0.00921
2021-09-08,pct_covid,0.01217
2021-09-09,pct_covid,0.014801
2021-09-10,pct_covid,0.011661
2021-09-11,pct_covid,0.003868
2021-09-12,pct_covid,0.007714
2021-09-13,pct_covid,0.003782
2021-09-14,pct_covid,0.009417
2021-09-15,pct_covid,0.0067
2021-09-16,pct_covid,0.014355
2021-09-17,pct_covid,0.009242
2021-09-18,pct_covid,0.011258
2021-09-19,pct_covid,0.009852
2021-09-20,pct_covid,0.014668
2021-09-21,pct_covid,0.064638
2021-09-22,pct_covid,0.013952
2021-09-23,pct_covid,0.012683
2021-09-24,pct_covid,0.005592
2021-09-25,pct_covid,0.005182
2021-09-26,pct_covid,0.010707
2021-09-27,pct_covid,0.011392
2021-09-28,pct_covid,0.006529
2021-09-29,pct_covid,0.004598
2021-09-30,pct_covid,0.006693
2021-10-01,pct_covid,0.007004
2021-10-02,pct_covid,0.004505
2021-10-03,pct_covid,0.006312
2021-10-04,pct_covid,0.00288
2021-10-05,pct_covid,0.005749
2021-10-06,pct_covid,0.003637
2021-10-07,pct_covid,0.012259
2021-10-08,pct_covid,0.003236
2021-10-09,pct_covid,0.003183
2021-10-10,pct_covid,0.005969
2021-10-11,pct_covid,0.00835
2021-10-12,pct_covid,0.005041
2021-10-13,pct_covid,0.004423
2021-10-14,pct_covid,0.015919
2021-10-15,pct_covid,0.008203
2021-10-16,pct_covid,0.005982
2021-10-17,pct_covid,0.014902
2021-10-18,pct_covid,0.013861
2021-10-19,pct_covid,0.005314
2021-10-20,pct_covid,0.003716
2021-10-21,pct_covid,0.008674
2021-10-22,pct_covid,0.013622
2021-10-23,pct_covid,0.008198
2021-10-24,pct_covid,0.003994
2021-10-25,pct_covid,0.018275
2021-10-26,pct_covid,0.010603
2021-10-27,pct_covid,0.011167
2021-10-28,pct_covid,0.012681
2021-10-29,pct_covid,0.004475
2021-10-30,pct_covid,0.006873
2021-10-31,pct_covid,0.010755
2021-11-01,pct_covid,0.008158
2021-11-02,pct_covid,0.009445
2021-11-03,pct_covid,0.007257
2021-11-04,pct_covid,0.016794
2021-11-05,pct_covid,0.005893
2021-11-06,pct_covid,0.007188
2021-11-07,pct_covid,0.01325
2021-11-08,pct_covid,0.008263
2021-11-09,pct_covid,0.014288
2021-11-10,pct_covid,0.004542
2021-11-11,pct_covid,0.005308
2021-11-12,pct_covid,0.009519
2021-11-13,pct_covid,0.016386
2021-11-14,pct_covid,0.005449
2021-11-15,pct_covid,0.00818
2021-11-16,pct_covid,0.005359
2021-11-17,pct_covid,0.008282
2021-11-18,pct_covid,0.01604
2021-11-19,pct_covid,0.003389
2021-11-20,pct_covid,0.003652
2021-11-21,pct_covid,0.003529
2021-11-22,pct_covid,0.011918
2021-11-23,pct_covid,0.004065
2021-11-24,pct_covid,0.013953
2021-11-25,pct_covid,0.012253
2021-11-26,pct_covid,0.014912
2021-11-27,pct_covid,0.006374
2021-11-28,pct_covid,0.009148
2021-11-29,pct_covid,0.009201
2021-11-30,pct_covid,0.00894
2021-12-01,pct_covid,0.019997
2021-12-02,pct_covid,0.006007
2021-12-03,pct_covid,0.003459
2021-12-04,pct_covid,0.013549
2021-12-05,pct_covid,0.012444
2021-12-06,pct_covid,0.005671
2021-12-07,pct_covid,0.00823
2021-12-08,pct_covid,0.007975
2021-12-09,pct_covid,0.017807
2021-12-10,pct_covid,0.007598
2021-12-11,pct_covid,0.015755
2021-12-12,pct_covid,0.01049
2021-12-13,pct_covid,0.004714
2021-12-14,pct_covid,0.013047
2021-12-15,pct_covid,0.00606
2021-12-16,pct_covid,0.006097
2021-12-17,pct_covid,0.013153
2021-12-18,pct_covid,0.019481
2021-12-19,pct_covid,0.005104
2021-12-20,pct_covid,0.056417
2021-12-21,pct_covid,0.013465
2021-12-22,pct_covid,0.007666
2021-12-23,pct_covid,0.013044
2021-12-24,pct_covid,0.024481
2021-12-25,pct_covid,0.007329
2021-12-26,pct_covid,0.007095
2021-12-27,pct_covid,0.006521
2021-12-28,pct_covid,0.006821
2021-12-29,pct_covid,0.011438
2021-12-30,pct_covid,0.012645
2021-12-31,pct_covid,0.016926
2022-01-01,pct_covid,0.00772
2022-01-02,pct_covid,0.006637
2022-01-03,pct_covid,0.009838
2022-01-04,pct_covid,0.01095
2022-01-05,pct_covid,0.021302
2022-01-06,pct_covid,0.00899
2022-01-07,pct_covid,0.037208
2022-01-08,pct_covid,0.007121
2022-01-09,pct_covid,0.009411
2022-01-10,pct_covid,0.012462
2022-01-11,pct_covid,0.011771
2022-01-12,pct_covid,0.015308
2022-01-13,pct_covid,0.00947
2022-01-14,pct_covid,0.007308
2022-01-15,pct_covid,0.008911
2022-01-16,pct_covid,0.03954
2022-01-17,pct_covid,0.013103
2022-01-18,pct_covid,0.035117
2022-01-19,pct_covid,0.009315
2022-01-20,pct_covid,0.008983
2022-01-21,pct_covid,0.014769
2022-01-22,pct_covid,0.009039
2022-01-23,pct_covid,0.013168
2022-01-24,pct_covid,0.012907
2022-01-25,pct_covid,0.024835
2022-01-26,pct_covid,0.006744
2022-01-27,pct_covid,0.006605
2022-01-28,pct_covid,0.027127
2022-01-29,pct_covid,0.011103
2022-01-30,pct_covid,0.007805
2022-01-31,pct_covid,0.015288
2022-02-01,pct_covid,0.020624
2022-02-02,pct_covid,0.009366
2022-02-03,pct_covid,0.006106
2022-02-04,pct_covid,0.009149
2022-02-05,pct_covid,0.011867
2022-02-06,pct_covid,0.007963
2022-02-07,pct_covid,0.011168
2022-02-08,pct_covid,0.066295
2022-02-09,pct_covid,0.022715
2022-02-10,pct_covid,0.013194000000000001
2022-02-11,pct_covid,0.015453
2022-02-12,pct_covid,0.133883
2022-02-13,pct_covid,0.015162
2022-02-14,pct_covid,0.014237
2022-02-15,pct_covid,0.016515
2022-02-16,pct_covid,0.019567
2022-02-17,pct_covid,0.018226
2022-02-18,pct_covid,0.010264
2022-02-19,pct_covid,0.014476
2022-02-20,pct_covid,0.018404
2022-02-21,pct_covid,0.006409
2022-02-22,pct_covid,0.017609
2022-02-23,pct_covid,0.01354
2022-02-24,pct_covid,0.022887
2022-02-25,pct_covid,0.015339
2022-02-26,pct_covid,0.008656
2022-02-27,pct_covid,0.01537
2022-02-28,pct_covid,0.016755
2022-03-01,pct_covid,0.017635
2022-03-02,pct_covid,0.014714
2022-03-03,pct_covid,0.018413
2022-03-04,pct_covid,0.030762
2022-03-05,pct_covid,0.016633
2022-03-06,pct_covid,0.11809
2022-03-07,pct_covid,0.01525
2022-03-08,pct_covid,0.013854
2022-03-09,pct_covid,0.017133
2022-03-10,pct_covid,0.009872
2022-03-11,pct_covid,0.010055
2022-03-12,pct_covid,0.020392
2022-03-13,pct_covid,0.018679
2022-03-14,pct_covid,0.125981
2022-03-15,pct_covid,0.010603
2022-03-16,pct_covid,0.015011
2022-03-17,pct_covid,0.020312
2022-03-18,pct_covid,0.015108
2022-03-19,pct_covid,0.015478
2022-03-20,pct_covid,0.021088
2022-03-21,pct_covid,0.016586
2022-03-22,pct_covid,0.014849
2022-03-23,pct_covid,0.010906
2022-03-24,pct_covid,0.015945
2022-03-25,pct_covid,0.012447
2022-03-26,pct_covid,0.016418
2022-03-27,pct_covid,0.025033
2022-03-28,pct_covid,0.01767
2022-03-29,pct_covid,0.11554
2022-03-30,pct_covid,0.028724
2022-03-31,pct_covid,0.022536
2022-04-01,pct_covid,0.010956
2022-04-02,pct_covid,0.02605
2022-04-03,pct_covid,0.026001
2022-04-04,pct_covid,0.01476
2022-04-05,pct_covid,0.024395
2022-04-06,pct_covid,0.015835
2022-04-07,pct_covid,0.010823
2022-04-08,pct_covid,0.016449
2022-04-09,pct_covid,0.032206
2022-04-10,pct_covid,0.012574
2022-04-11,pct_covid,0.012434
2022-04-12,pct_covid,0.04021
2022-04-13,pct_covid,0.012001
2022-04-14,pct_covid,0.024051
2021-06-09,pct_flu,0.009176
2021-06-10,pct_flu,0.005544
2021-06-11,pct_flu,0.004195
2021-06-12,pct_flu,0.006732
2021-06-13,pct_flu,0.005979
2021-06-14,pct_flu,0.005448
2021-06-15,pct_flu,0.004783
2021-06-16,pct_flu,0.00426
2021-06-17,pct_flu,0.002538
2021-06-18,pct_flu,0.009483
2021-06-19,pct_flu,0.003099
2021-06-20,pct_flu,0.007125
2021-06-21,pct_flu,0.054285
2021-06-22,pct_flu,0.008707
2021-06-23,pct_flu,0.003051
2021-06-24,pct_flu,0
2021-06-25,pct_flu,0.019808
2021-06-26,pct_flu,0.008903
2021-06-27,pct_flu,0
2021-06-28,pct_flu,0.001861
2021-06-29,pct_flu,0.001929
2021-06-30,pct_flu,0.004411
2021-07-01,pct_flu,0
2021-07-02,pct_flu,0.010805
2021-07-03,pct_flu,0.005689
2021-07-04,pct_flu,0.001842
2021-07-05,pct_flu,0.04955
2021-07-06,pct_flu,0.003502
2021-07-07,pct_flu,0.002263
2021-07-08,pct_flu,0
2021-07-09,pct_flu,0.004541
2021-07-10,pct_flu,0.007035
2021-07-11,pct_flu,0.032983
2021-07-12,pct_flu,0
2021-07-13,pct_flu,0.001318
2021-07-14,pct_flu,0.00415
2021-07-15,pct_flu,0.006846
2021-07-16,pct_flu,0.005654
2021-07-17,pct_flu,0.010279
2021-07-18,pct_flu,0.001828
2021-07-19,pct_flu,0
2021-07-20,pct_flu,0.003281
2021-07-21,pct_flu,0.003389
2021-07-22,pct_flu,0.027742
2021-07-23,pct_flu,0.012036
2021-07-24,pct_flu,0.004183
2021-07-25,pct_flu,0.003764
2021-07-26,pct_flu,0.002874
2021-07-27,pct_flu,0.006847
2021-07-28,pct_flu,0.030797
2021-07-29,pct_flu,0.003823
2021-07-30,pct_flu,0.003071
2021-07-31,pct_flu,0.006041
2021-08-01,pct_flu,0.004516
2021-08-02,pct_flu,0.0033
2021-08-03,pct_flu,0.010743
2021-08-04,pct_flu,0.00735
2021-08-05,pct_flu,0.004144
2021-08-06,pct_flu,0.00226
2021-08-07,pct_flu,0.001679
2021-08-08,pct_flu,0.005581
2021-08-09,pct_flu,0.002295
2021-08-10,pct_flu,0.004876
2021-08-11,pct_flu,0.007438
2021-08-12,pct_flu,0.003897
2021-08-13,pct_flu,0.06582
2021-08-14,pct_flu,0.01146
2021-08-15,pct_flu,0.007298
2021-08-16,pct_flu,0.008205
2021-08-17,pct_flu,0.011974
2021-08-18,pct_flu,0.007412
2021-08-19,pct_flu,0.003354
2021-08-20,pct_flu,0.009788
2021-08-21,pct_flu,0.001468
2021-08-22,pct_flu,0.01361
2021-08-23,pct_flu,0.006513
2021-08-24,pct_flu,0.00951
2021-08-25,pct_flu,0.005537
2021-08-26,pct_flu,0.008936
2021-08-27,pct_flu,0.013061
2021-08-28,pct_flu,0.009684
2021-08-29,pct_flu,0.010382
2021-08-30,pct_flu,0.011356
2021-08-31,pct_flu,0.011257
2021-09-01,pct_flu,0.010204
2021-09-02,pct_flu,0.00665
2021-09-03,pct_flu,0.006494
2021-09-04,pct_flu,0.007861
2021-09-05,pct_flu,0.005275
2021-09-06,pct_flu,0.00752
2021-09-07,pct_flu,0.009456
2021-09-08,pct_flu,0.01217
2021-09-09,pct_flu,0.014704
2021-09-10,pct_flu,0.011776
2021-09-11,pct_flu,0.003967
2021-09-12,pct_flu,0.007714
2021-09-13,pct_flu,0.004097
2021-09-14,pct_flu,0.009851
2021-09-15,pct_flu,0.006917
2021-09-16,pct_flu,0.012964
2021-09-17,pct_flu,0.009242
2021-09-18,pct_flu,0.009648
2021-09-19,pct_flu,0.010081
2021-09-20,pct_flu,0.014511
2021-09-21,pct_flu,0.06453
2021-09-22,pct_flu,0.013952
2021-09-23,pct_flu,0.012683
2021-09-24,pct_flu,0.005971
2021-09-25,pct_flu,0.004861
2021-09-26,pct_flu,0.010584
2021-09-27,pct_flu,0.011352
2021-09-28,pct_flu,0.006469
2021-09-29,pct_flu,0.003172
2021-09-30,pct_flu,0.008887
2021-10-01,pct_flu,0.007004
2021-10-02,pct_flu,0.004505
2021-10-03,pct_flu,0.006312
2021-10-04,pct_flu,0.007402
2021-10-05,pct_flu,0.005749
2021-10-06,pct_flu,0.007917
2021-10-07,pct_flu,0.012288
2021-10-08,pct_flu,0.003236
2021-10-09,pct_flu,0.002729
2021-10-10,pct_flu,0.006134
2021-10-11,pct_flu,0.00835
2021-10-12,pct_flu,0.005041
2021-10-13,pct_flu,0.020549
2021-10-14,pct_flu,0.015919
2021-10-15,pct_flu,0.008119
2021-10-16,pct_flu,0.006107
2021-10-17,pct_flu,0.01496
2021-10-18,pct_flu,0.015365
2021-10-19,pct_flu,0.005314
2021-10-20,pct_flu,0.003432
2021-10-21,pct_flu,0.008674
2021-10-22,pct_flu,0.013589
2021-10-23,pct_flu,0.008198
2021-10-24,pct_flu,0.003994
2021-10-25,pct_flu,0.018309
2021-10-26,pct_flu,0.010814
2021-10-27,pct_flu,0.011167
2021-10-28,pct_flu,0.012681
2021-10-29,pct_flu,0.004475
2021-10-30,pct_flu,0.006873
2021-10-31,pct_flu,0.008643
2021-11-01,pct_flu,0.008257
2021-11-02,pct_flu,0.00964
2021-11-03,pct_flu,0.008668
2021-11-04,pct_flu,0.004572
2021-11-05,pct_flu,0.005815
2021-11-06,pct_flu,0.007188
2021-11-07,pct_flu,0.013314
2021-11-08,pct_flu,0.006761
2021-11-09,pct_flu,0.01528
2021-11-10,pct_flu,0.005219
2021-11-11,pct_flu,0.005098
2021-11-12,pct_flu,0.009596
2021-11-13,pct_flu,0.016753
2021-11-14,pct_flu,0.005449
2021-11-15,pct_flu,0.00818
2021-11-16,pct_flu,0.005359
2021-11-17,pct_flu,0.008282
2021-11-18,pct_flu,0.016169
2021-11-19,pct_flu,0.004252
2021-11-20,pct_flu,0.003652
2021-11-21,pct_flu,0.003927
2021-11-22,pct_flu,0.011918
2021-11-23,pct_flu,0.004277
2021-11-24,pct_flu,0.013953
2021-11-25,pct_flu,0.012253
2021-11-26,pct_flu,0.015032
2021-11-27,pct_flu,0.006374
2021-11-28,pct_flu,0.009148
2021-11-29,pct_flu,0.010036
2021-11-30,pct_flu,0.009024
2021-12-01,pct_flu,0.019855
2021-12-02,pct_flu,0.005867
2021-12-03,pct_flu,0.005391
2021-12-04,pct_flu,0.013549
2021-12-05,pct_flu,0.012636
2021-12-06,pct_flu,0.005671
2021-12-07,pct_flu,0.008288
2021-12-08,pct_flu,0.009269
2021-12-09,pct_flu,0.017807
2021-12-10,pct_flu,0.007397
2021-12-11,pct_flu,0.015844
2021-12-12,pct_flu,0.01111
2021-12-13,pct_flu,0.004714
2021-12-14,pct_flu,0.01268
2021-12-15,pct_flu,0.00606
2021-12-16,pct_flu,0.006239
2021-12-17,pct_flu,0.012912
2021-12-18,pct_flu,0.020473
2021-12-19,pct_flu,0.00436
2021-12-20,pct_flu,0.056417
2021-12-21,pct_flu,0.013608
2021-12-22,pct_flu,0.007911
2021-12-23,pct_flu,0.013044
2021-12-24,pct_flu,0.024567
2021-12-25,pct_flu,0.007329
2021-12-26,pct_flu,0.010464
2021-12-27,pct_flu,0.006628
2021-12-28,pct_flu,0.008599
2021-12-29,pct_flu,0.010935
2021-12-30,pct_flu,0.012867
2021-12-31,pct_flu,0.016943
2022-01-01,pct_flu,0.008772
2022-01-02,pct_flu,0.006841
2022-01-03,pct_flu,0.009848
2022-01-04,pct_flu,0.01095
2022-01-05,pct_flu,0.021684
2022-01-06,pct_flu,0.00899
2022-01-07,pct_flu,0.037182
2022-01-08,pct_flu,0.007067
2022-01-09,pct_flu,0.009839
2022-01-10,pct_flu,0.012478
2022-01-11,pct_flu,0.012113
2022-01-12,pct_flu,0.015437
2022-01-13,pct_flu,0.010165
2022-01-14,pct_flu,0.007573
2022-01-15,pct_flu,0.009194
2022-01-16,pct_flu,0.039567
2022-01-17,pct_flu,0.013103
2022-01-18,pct_flu,0.035053
2022-01-19,pct_flu,0.009885
2022-01-20,pct_flu,0.008761
2022-01-21,pct_flu,0.024963
2022-01-22,pct_flu,0.009284
2022-01-23,pct_flu,0.013362
2022-01-24,pct_flu,0.012695
2022-01-25,pct_flu,0.024996
2022-01-26,pct_flu,0.006926
2022-01-27,pct_flu,0.00742
2022-01-28,pct_flu,0.027208
2022-01-29,pct_flu,0.011103
2022-01-30,pct_flu,0.008911
2022-01-31,pct_flu,0.01533
2022-02-01,pct_flu,0.020628
2022-02-02,pct_flu,0.00948
2022-02-03,pct_flu,0.008951
2022-02-04,pct_flu,0.009544
2022-02-05,pct_flu,0.011941
2022-02-06,pct_flu,0.007694
2022-02-07,pct_flu,0.013684
2022-02-08,pct_flu,0.06621
2022-02-09,pct_flu,0.022608
2022-02-10,pct_flu,0.013389
2022-02-11,pct_flu,0.015678
2022-02-12,pct_flu,0.13407
2022-02-13,pct_flu,0.015401
2022-02-14,pct_flu,0.014237
2022-02-15,pct_flu,0.016515
2022-02-16,pct_flu,0.02094
2022-02-17,pct_flu,0.020432
2022-02-18,pct_flu,0.010608
2022-02-19,pct_flu,0.020328
2022-02-20,pct_flu,0.018078
2022-02-21,pct_flu,0.006708
2022-02-22,pct_flu,0.017717
2022-02-23,pct_flu,0.013622
2022-02-24,pct_flu,0.022933
2022-02-25,pct_flu,0.016005
2022-02-26,pct_flu,0.008829
2022-02-27,pct_flu,0.015355
2022-02-28,pct_flu,0.016876
2022-03-01,pct_flu,0.017713
2022-03-02,pct_flu,0.030615
2022-03-03,pct_flu,0.018413
2022-03-04,pct_flu,0.030762
2022-03-05,pct_flu,0.016633
2022-03-06,pct_flu,0.117857
2022-03-07,pct_flu,0.015323
2022-03-08,pct_flu,0.013956
2022-03-09,pct_flu,0.017133
2022-03-10,pct_flu,0.009872
2022-03-11,pct_flu,0.010268
2022-03-12,pct_flu,0.020618
2022-03-13,pct_flu,0.020634
2022-03-14,pct_flu,0.125985
2022-03-15,pct_flu,0.010808
2022-03-16,pct_flu,0.015262
2022-03-17,pct_flu,0.020311
2022-03-18,pct_flu,0.021035
2022-03-19,pct_flu,0.016119
2022-03-20,pct_flu,0.0211
2022-03-21,pct_flu,0.016937
2022-03-22,pct_flu,0.015026
2022-03-23,pct_flu,0.01084
2022-03-24,pct_flu,0.016069
2022-03-25,pct_flu,0.011815
2022-03-26,pct_flu,0.016418
2022-03-27,pct_flu,0.027046
2022-03-28,pct_flu,0.017679
2022-03-29,pct_flu,0.114952
2022-03-30,pct_flu,0.028723
2022-03-31,pct_flu,0.022877
2022-04-01,pct_flu,0.010956
2022-04-02,pct_flu,0.026026
2022-04-03,pct_flu,0.026197
2022-04-04,pct_flu,0.015461
2022-04-05,pct_flu,0.023228
2022-04-06,pct_flu,0.015835
2022-04-07,pct_flu,0.010823
2022-04-08,pct_flu,0.016568
2022-04-09,pct_flu,0.031889
2022-04-10,pct_flu,0.012494
2022-04-11,pct_flu,0.012482
2022-04-12,pct_flu,0.040165
2022-04-13,pct_flu,0.013933
2022-04-14,pct_flu,0.024111
2021-06-09,percent_cli,NA
2021-06-10,percent_cli,NA
2021-06-11,percent_cli,NA
2021-06-12,percent_cli,NA
2021-06-13,percent_cli,NA
2021-06-14,percent_cli,NA
2021-06-15,percent_cli,NA
2021-06-16,percent_cli,NA
2021-06-17,percent_cli,NA
2021-06-18,percent_cli,NA
2021-06-19,percent_cli,NA
2021-06-20,percent_cli,NA
2021-06-21,percent_cli,NA
2021-06-22,percent_cli,NA
2021-06-23,percent_cli,NA
2021-06-24,percent_cli,NA
2021-06-25,percent_cli,NA
2021-06-26,percent_cli,NA
2021-06-27,percent_cli,NA
2021-06-28,percent_cli,NA
2021-06-29,percent_cli,NA
2021-06-30,percent_cli,NA
2021-07-01,percent_cli,NA
2021-07-02,percent_cli,NA
2021-07-03,percent_cli,NA
2021-07-04,percent_cli,NA
2021-07-05,percent_cli,NA
2021-07-06,percent_cli,NA
2021-07-07,percent_cli,NA
2021-07-08,percent_cli,NA
2021-07-09,percent_cli,NA
2021-07-10,percent_cli,NA
2021-07-11,percent_cli,NA
2021-07-12,percent_cli,NA
2021-07-13,percent_cli,NA
2021-07-14,percent_cli,NA
2021-07-15,percent_cli,NA
2021-07-16,percent_cli,NA
2021-07-17,percent_cli,NA
2021-07-18,percent_cli,NA
2021-07-19,percent_cli,NA
2021-07-20,percent_cli,NA
2021-07-21,percent_cli,NA
2021-07-22,percent_cli,NA
2021-07-23,percent_cli,NA
2021-07-24,percent_cli,NA
2021-07-25,percent_cli,NA
2021-07-26,percent_cli,NA
2021-07-27,percent_cli,NA
2021-07-28,percent_cli,NA
2021-07-29,percent_cli,NA
2021-07-30,percent_cli,NA
2021-07-31,percent_cli,NA
2021-08-01,percent_cli,NA
2021-08-02,percent_cli,NA
2021-08-03,percent_cli,NA
2021-08-04,percent_cli,NA
2021-08-05,percent_cli,NA
2021-08-06,percent_cli,NA
2021-08-07,percent_cli,NA
2021-08-08,percent_cli,NA
2021-08-09,percent_cli,NA
2021-08-10,percent_cli,NA
2021-08-11,percent_cli,NA
2021-08-12,percent_cli,NA
2021-08-13,percent_cli,NA
2021-08-14,percent_cli,NA
2021-08-15,percent_cli,NA
2021-08-16,percent_cli,NA
2021-08-17,percent_cli,NA
2021-08-18,percent_cli,NA
2021-08-19,percent_cli,NA
2021-08-20,percent_cli,NA
2021-08-21,percent_cli,NA
2021-08-22,percent_cli,NA
2021-08-23,percent_cli,NA
2021-08-24,percent_cli,NA
2021-08-25,percent_cli,NA
2021-08-26,percent_cli,NA
2021-08-27,percent_cli,NA
2021-08-28,percent_cli,NA
2021-08-29,percent_cli,NA
2021-08-30,percent_cli,NA
2021-08-31,percent_cli,NA
2021-09-01,percent_cli,NA
2021-09-02,percent_cli,NA
2021-09-03,percent_cli,NA
2021-09-04,percent_cli,NA
2021-09-05,percent_cli,NA
2021-09-06,percent_cli,NA
2021-09-07,percent_cli,NA
2021-09-08,percent_cli,NA
2021-09-09,percent_cli,NA
2021-09-10,percent_cli,NA
2021-09-11,percent_cli,NA
2021-09-12,percent_cli,NA
2021-09-13,percent_cli,NA
2021-09-14,percent_cli,NA
2021-09-15,percent_cli,NA
2021-09-16,percent_cli,NA
2021-09-17,percent_cli,NA
2021-09-18,percent_cli,NA
2021-09-19,percent_cli,NA
2021-09-20,percent_cli,NA
2021-09-21,percent_cli,NA
2021-09-22,percent_cli,NA
2021-09-23,percent_cli,NA
2021-09-24,percent_cli,NA
2021-09-25,percent_cli,NA
2021-09-26,percent_cli,NA
2021-09-27,percent_cli,NA
2021-09-28,percent_cli,NA
2021-09-29,percent_cli,NA
2021-09-30,percent_cli,NA
2021-10-01,percent_cli,NA
2021-10-02,percent_cli,NA
2021-10-03,percent_cli,NA
2021-10-04,percent_cli,NA
2021-10-05,percent_cli,NA
2021-10-06,percent_cli,NA
2021-10-07,percent_cli,NA
2021-10-08,percent_cli,NA
2021-10-09,percent_cli,NA
2021-10-10,percent_cli,NA
2021-10-11,percent_cli,NA
2021-10-12,percent_cli,NA
2021-10-13,percent_cli,NA
2021-10-14,percent_cli,NA
2021-10-15,percent_cli,NA
2021-10-16,percent_cli,NA
2021-10-17,percent_cli,NA
2021-10-18,percent_cli,NA
2021-10-19,percent_cli,NA
2021-10-20,percent_cli,NA
2021-10-21,percent_cli,NA
2021-10-22,percent_cli,NA
2021-10-23,percent_cli,NA
2021-10-24,percent_cli,NA
2021-10-25,percent_cli,NA
2021-10-26,percent_cli,NA
2021-10-27,percent_cli,NA
2021-10-28,percent_cli,NA
2021-10-29,percent_cli,NA
2021-10-30,percent_cli,NA
2021-10-31,percent_cli,NA
2021-11-01,percent_cli,NA
2021-11-02,percent_cli,NA
2021-11-03,percent_cli,NA
2021-11-04,percent_cli,NA
2021-11-05,percent_cli,NA
2021-11-06,percent_cli,NA
2021-11-07,percent_cli,NA
2021-11-08,percent_cli,NA
2021-11-09,percent_cli,NA
2021-11-10,percent_cli,NA
2021-11-11,percent_cli,NA
2021-11-12,percent_cli,NA
2021-11-13,percent_cli,NA
2021-11-14,percent_cli,NA
2021-11-15,percent_cli,NA
2021-11-16,percent_cli,NA
2021-11-17,percent_cli,NA
2021-11-18,percent_cli,NA
2021-11-19,percent_cli,NA
2021-11-20,percent_cli,NA
2021-11-21,percent_cli,NA
2021-11-22,percent_cli,NA
2021-11-23,percent_cli,NA
2021-11-24,percent_cli,NA
2021-11-25,percent_cli,NA
2021-11-26,percent_cli,NA
2021-11-27,percent_cli,NA
2021-11-28,percent_cli,NA
2021-11-29,percent_cli,NA
2021-11-30,percent_cli,NA
2021-12-01,percent_cli,NA
2021-12-02,percent_cli,NA
2021-12-03,percent_cli,NA
2021-12-04,percent_cli,NA
